course_ref,subject_ref,requirement_type,minimum_grade
TUM-4032,ENG,COMPULSORY,C+
TUM-4032,KIS,ALTERNATIVE,C+
TUM-4032,MATH101,COMPULSORY,C+
TUM-4032,PHY,COMPULSORY,C+
TUM-4032,COMP067,OPTIONAL,C
MUST-4039,ENG,COMPULSORY,C+
MUST-4039,KIS,ALTERNATIVE,C+
MUST-4039,MATH101,COMPULSORY,C+
MUST-4039,PHY,COMPULSORY,C+
MUST-4039,COMP067,OPTIONAL,C
TUM-4051,ENG,COMPULSORY,C+
TUM-4051,KIS,ALTERNATIVE,C+
TUM-4051,MATH101,COMPULSORY,C+
TUM-4051,PHY,COMPULSORY,C+
TUM-4051,COMP067,OPTIONAL,C
TUK-4063,ENG,COMPULSORY,C+
TUK-4063,KIS,ALTERNATIVE,C+
TUK-4063,MATH101,COMPULSORY,C+
TUK-4063,PHY,COMPULSORY,C+
TUK-4063,COMP067,OPTIONAL,C
TUM-4064,ENG,COMPULSORY,C+
TUM-4064,KIS,ALTERNATIVE,C+
TUM-4064,MATH101,COMPULSORY,C+
TUM-4064,PHY,COMPULSORY,C+
TUM-4064,COMP067,OPTIONAL,C
UOE-4077,ENG,COMPULSORY,C+
UOE-4077,KIS,ALTERNATIVE,C+
UOE-4077,MATH101,COMPULSORY,C+
UOE-4077,BST,ALTERNATIVE,C+
KU-4082,ENG,COMPULSORY,C+
KU-4082,KIS,ALTERNATIVE,C+
KU-4082,MATH101,COMPULSORY,C+
KU-4082,BST,ALTERNATIVE,C+
CUK-4083,ENG,COMPULSORY,C+
CUK-4083,KIS,ALTERNATIVE,C+
CUK-4083,MATH101,COMPULSORY,C+
CUK-4083,BST,ALTERNATIVE,C+
JKUAT-4087,ENG,COMPULSORY,C+
JKUAT-4087,KIS,ALTERNATIVE,C+
JKUAT-4087,MATH101,COMPULSORY,C+
JKUAT-4087,BST,ALTERNATIVE,C+
KU-4090,ENG,COMPULSORY,C+
KU-4090,KIS,ALTERNATIVE,C+
KU-4090,MATH101,COMPULSORY,C+
KU-4090,BST,ALTERNATIVE,C+
UOE-4091,ENG,COMPULSORY,C+
UOE-4091,KIS,ALTERNATIVE,C+
UOE-4091,MATH101,COMPULSORY,C+
UOE-4091,BST,ALTERNATIVE,C+
MUST-4097,ENG,COMPULSORY,C+
MUST-4097,KIS,ALTERNATIVE,C+
MUST-4097,MATH101,COMPULSORY,C+
MUST-4097,BST,ALTERNATIVE,C+
KSU-4102,ENG,COMPULSORY,C+
KSU-4102,KIS,ALTERNATIVE,C+
KSU-4102,MATH101,COMPULSORY,C+
KSU-4102,PHY,COMPULSORY,C+
KSU-4102,COMP067,OPTIONAL,C
KCA-4109,ENG,COMPULSORY,C+
KCA-4109,KIS,ALTERNATIVE,C+
KCA-4109,MATH101,COMPULSORY,C+
KCA-4109,COMP067,ALTERNATIVE,C+
KCA-4109,PHY,OPTIONAL,C
RU-4115,ENG,COMPULSORY,C+
RU-4115,KIS,ALTERNATIVE,C+
RU-4115,BIO,COMPULSORY,C+
RU-4115,CHE,COMPULSORY,C+
RU-4115,MATH101,ALTERNATIVE,C+
SPU-4121,ENG,COMPULSORY,C+
SPU-4121,KIS,ALTERNATIVE,C+
SPU-4121,BIO,COMPULSORY,C+
SPU-4121,CHE,COMPULSORY,C+
SPU-4121,MATH101,ALTERNATIVE,C+
MUST-4127,ENG,COMPULSORY,C+
MUST-4127,KIS,ALTERNATIVE,C+
MUST-4127,BIO,COMPULSORY,C+
MUST-4127,CHE,COMPULSORY,C+
MUST-4127,MATH101,ALTERNATIVE,C+
KU-4133,ENG,COMPULSORY,C+
KU-4133,KIS,ALTERNATIVE,C+
KU-4133,BIO,COMPULSORY,C+
KU-4133,CHE,COMPULSORY,C+
KU-4133,MATH101,ALTERNATIVE,C+
JKUAT-4134,ENG,COMPULSORY,C+
JKUAT-4134,KIS,ALTERNATIVE,C+
JKUAT-4134,BIO,COMPULSORY,C+
JKUAT-4134,CHE,COMPULSORY,C+
JKUAT-4134,MATH101,ALTERNATIVE,C+
MSU-4141,ENG,COMPULSORY,C+
MSU-4141,KIS,ALTERNATIVE,C+
MSU-4141,MATH101,COMPULSORY,C+
MSU-4141,COMP067,ALTERNATIVE,C+
MSU-4141,PHY,OPTIONAL,C
MMUOS-4148,ENG,COMPULSORY,C+
MMUOS-4148,KIS,ALTERNATIVE,C+
MMUOS-4148,BIO,COMPULSORY,B-
MMUOS-4148,CHE,COMPULSORY,C+
MMUOS-4148,MATH101,ALTERNATIVE,C+
TUM-4155,ENG,COMPULSORY,C+
TUM-4155,KIS,ALTERNATIVE,C+
TUM-4155,MATH101,COMPULSORY,C+
TUM-4155,COMP067,ALTERNATIVE,C+
TUM-4155,PHY,OPTIONAL,C
PU-4160,ENG,COMPULSORY,C+
PU-4160,KIS,ALTERNATIVE,C+
PU-4160,MATH101,COMPULSORY,C+
PU-4160,COMP067,ALTERNATIVE,C+
PU-4160,PHY,OPTIONAL,C
CUK-4163,ENG,COMPULSORY,C+
CUK-4163,KIS,ALTERNATIVE,C+
CUK-4163,MATH101,COMPULSORY,C
CUK-4163,GEO,OPTIONAL,C
TUC-4169,ENG,COMPULSORY,C+
TUC-4169,KIS,ALTERNATIVE,C+
TUC-4169,MATH101,COMPULSORY,C
TUC-4169,GEO,OPTIONAL,C
GU-4172,ENG,COMPULSORY,C+
GU-4172,KIS,ALTERNATIVE,C+
GU-4172,MATH101,COMPULSORY,C+
GU-4172,COMP067,ALTERNATIVE,C+
GU-4172,PHY,OPTIONAL,C
KSU-4178,ENG,COMPULSORY,C+
KSU-4178,KIS,ALTERNATIVE,C+
KSU-4178,MATH101,COMPULSORY,C+
KSU-4178,COMP067,ALTERNATIVE,C+
KSU-4178,PHY,OPTIONAL,C
UON-4185,ENG,COMPULSORY,C+
UON-4185,KIS,ALTERNATIVE,C+
UON-4185,MATH101,COMPULSORY,C+
UON-4185,COMP067,ALTERNATIVE,C+
UON-4185,PHY,OPTIONAL,C
ZU-4186,ENG,COMPULSORY,C+
ZU-4186,KIS,ALTERNATIVE,C+
ZU-4186,MATH101,COMPULSORY,C+
ZU-4186,COMP067,ALTERNATIVE,C+
ZU-4186,PHY,OPTIONAL,C
KU-4190,ENG,COMPULSORY,C+
KU-4190,KIS,ALTERNATIVE,C+
KU-4190,MATH101,COMPULSORY,C+
KU-4190,COMP067,ALTERNATIVE,C+
KU-4190,PHY,OPTIONAL,C
MMU-4196,ENG,COMPULSORY,C+
MMU-4196,KIS,ALTERNATIVE,C+
MMU-4196,MATH101,COMPULSORY,C+
MMU-4196,COMP067,ALTERNATIVE,C+
MMU-4196,PHY,OPTIONAL,C
JOOUS-4209,ENG,COMPULSORY,C+
JOOUS-4209,KIS,ALTERNATIVE,C+
JOOUS-4209,MATH101,COMPULSORY,C+
JOOUS-4209,BST,ALTERNATIVE,C+
KU-4215,ENG,COMPULSORY,C+
KU-4215,KIS,ALTERNATIVE,C+
KU-4215,BIO,COMPULSORY,B-
KU-4215,CHE,COMPULSORY,C+
KU-4215,MATH101,ALTERNATIVE,C+
KSU-4222,ENG,COMPULSORY,C+
KSU-4222,KIS,ALTERNATIVE,C+
KSU-4222,MATH101,COMPULSORY,C+
KSU-4222,COMP067,ALTERNATIVE,C+
KSU-4222,PHY,OPTIONAL,C
MMUOS-4227,ENG,COMPULSORY,C+
MMUOS-4227,KIS,ALTERNATIVE,C+
MMUOS-4227,MATH101,COMPULSORY,C+
MMUOS-4227,COMP067,ALTERNATIVE,C+
MMUOS-4227,PHY,OPTIONAL,C
MUT-4229,ENG,COMPULSORY,C+
MUT-4229,KIS,ALTERNATIVE,C+
MUT-4229,BIO,COMPULSORY,B-
MUT-4229,CHE,COMPULSORY,C+
MUT-4229,MATH101,ALTERNATIVE,C+
KU-4230,ENG,COMPULSORY,C+
KU-4230,KIS,ALTERNATIVE,C+
KU-4230,BIO,COMPULSORY,B-
KU-4230,CHE,COMPULSORY,C+
KU-4230,MATH101,ALTERNATIVE,C+
GLUOK-4231,ENG,COMPULSORY,C+
GLUOK-4231,KIS,ALTERNATIVE,C+
GLUOK-4231,MATH101,COMPULSORY,C+
GLUOK-4231,COMP067,ALTERNATIVE,C+
GLUOK-4231,PHY,OPTIONAL,C
MKU-4237,ENG,COMPULSORY,C+
MKU-4237,KIS,ALTERNATIVE,C+
MKU-4237,MATH101,COMPULSORY,C+
MKU-4237,COMP067,ALTERNATIVE,C+
MKU-4237,PHY,OPTIONAL,C
TUM-4243,ENG,COMPULSORY,C+
TUM-4243,KIS,ALTERNATIVE,C+
TUM-4243,MATH101,COMPULSORY,C
TUM-4243,GEO,OPTIONAL,C
PU-4249,ENG,COMPULSORY,C+
PU-4249,KIS,ALTERNATIVE,C+
PU-4249,BIO,COMPULSORY,C+
PU-4249,AGR,ALTERNATIVE,C+
PU-4249,CHE,OPTIONAL,C
KU-4255,ENG,COMPULSORY,C+
KU-4255,KIS,ALTERNATIVE,C+
KU-4255,MATH101,COMPULSORY,C
KU-4255,GEO,OPTIONAL,C
KU-4267,ENG,COMPULSORY,C+
KU-4267,KIS,ALTERNATIVE,C+
KU-4267,MATH101,COMPULSORY,C
KU-4267,GEO,OPTIONAL,C
KSU-4268,ENG,COMPULSORY,C+
KSU-4268,KIS,ALTERNATIVE,C+
KSU-4268,BIO,COMPULSORY,C+
KSU-4268,AGR,ALTERNATIVE,C+
KSU-4268,CHE,OPTIONAL,C
KSU-4274,ENG,COMPULSORY,C+
KSU-4274,KIS,ALTERNATIVE,C+
KSU-4274,MATH101,COMPULSORY,C
KSU-4274,GEO,OPTIONAL,C
TUM-4280,ENG,COMPULSORY,C+
TUM-4280,KIS,ALTERNATIVE,C+
TUM-4280,MATH101,COMPULSORY,C+
TUM-4280,BST,ALTERNATIVE,C+
RU-4286,ENG,COMPULSORY,C+
RU-4286,KIS,ALTERNATIVE,C+
RU-4286,MATH101,COMPULSORY,C+
RU-4286,BST,ALTERNATIVE,C+
MMUOS-4292,ENG,COMPULSORY,C+
MMUOS-4292,KIS,ALTERNATIVE,C+
MMUOS-4292,MATH101,COMPULSORY,C+
MMUOS-4292,BST,ALTERNATIVE,C+
KU-4298,ENG,COMPULSORY,C+
KU-4298,KIS,ALTERNATIVE,C+
KU-4298,MATH101,COMPULSORY,C+
KU-4298,BST,ALTERNATIVE,C+
CHUKA-4304,ENG,COMPULSORY,C+
CHUKA-4304,KIS,ALTERNATIVE,C+
CHUKA-4304,MATH101,COMPULSORY,C+
CHUKA-4304,BST,ALTERNATIVE,C+
MUT-4310,ENG,COMPULSORY,C+
MUT-4310,KIS,ALTERNATIVE,C+
MUT-4310,MATH101,COMPULSORY,C+
MUT-4310,BST,ALTERNATIVE,C+
MMUOS-4316,ENG,COMPULSORY,C+
MMUOS-4316,KIS,ALTERNATIVE,C+
MMUOS-4316,MATH101,COMPULSORY,C
MMUOS-4316,GEO,OPTIONAL,C
MSU-4322,ENG,COMPULSORY,C+
MSU-4322,KIS,ALTERNATIVE,C+
MSU-4322,MATH101,COMPULSORY,C+
MSU-4322,COMP067,ALTERNATIVE,C+
MSU-4322,PHY,OPTIONAL,C
JOOUS-4328,ENG,COMPULSORY,C+
JOOUS-4328,KIS,ALTERNATIVE,C+
JOOUS-4328,BIO,COMPULSORY,C+
JOOUS-4328,AGR,ALTERNATIVE,C+
JOOUS-4328,CHE,OPTIONAL,C
MMUOS-4329,ENG,COMPULSORY,C+
MMUOS-4329,KIS,ALTERNATIVE,C+
MMUOS-4329,BIO,COMPULSORY,C+
MMUOS-4329,AGR,ALTERNATIVE,C+
MMUOS-4329,CHE,OPTIONAL,C
MU-4335,ENG,COMPULSORY,C+
MU-4335,KIS,ALTERNATIVE,C+
MU-4335,BIO,COMPULSORY,C+
MU-4335,AGR,ALTERNATIVE,C+
MU-4335,CHE,OPTIONAL,C
MMUOS-4346,ENG,COMPULSORY,C+
MMUOS-4346,KIS,ALTERNATIVE,C+
MMUOS-4346,MATH101,COMPULSORY,C+
MMUOS-4346,COMP067,ALTERNATIVE,C+
MMUOS-4346,PHY,OPTIONAL,C
TUC-4352,ENG,COMPULSORY,C+
TUC-4352,KIS,ALTERNATIVE,C+
TUC-4352,MATH101,COMPULSORY,C+
TUC-4352,COMP067,ALTERNATIVE,C+
TUC-4352,PHY,OPTIONAL,C
MMUOS-4353,ENG,COMPULSORY,C+
MMUOS-4353,KIS,ALTERNATIVE,C+
MMUOS-4353,MATH101,COMPULSORY,C
MMUOS-4353,GEO,OPTIONAL,C
CUK-4360,ENG,COMPULSORY,C+
CUK-4360,KIS,ALTERNATIVE,C+
CUK-4360,MATH101,COMPULSORY,C+
CUK-4360,BST,ALTERNATIVE,C+
MMUOS-4366,ENG,COMPULSORY,C+
MMUOS-4366,KIS,ALTERNATIVE,C+
MMUOS-4366,MATH101,COMPULSORY,C+
MMUOS-4366,PHY,COMPULSORY,C+
MMUOS-4366,COMP067,OPTIONAL,C
MU-4373,ENG,COMPULSORY,C+
MU-4373,KIS,ALTERNATIVE,C+
MU-4373,MATH101,COMPULSORY,C+
MU-4373,PHY,COMPULSORY,C+
MU-4373,COMP067,OPTIONAL,C
UOE-4380,ENG,COMPULSORY,C+
UOE-4380,KIS,ALTERNATIVE,C+
UOE-4380,MATH101,COMPULSORY,C+
UOE-4380,PHY,COMPULSORY,C+
UOE-4380,COMP067,OPTIONAL,C
PACU-4387,ENG,COMPULSORY,C+
PACU-4387,KIS,ALTERNATIVE,C+
PACU-4387,HIS,ALTERNATIVE,C+
PACU-4387,GEO,OPTIONAL,C
RU-4393,ENG,COMPULSORY,C+
RU-4393,KIS,ALTERNATIVE,C+
RU-4393,HIS,ALTERNATIVE,C+
RU-4393,GEO,OPTIONAL,C
MUT-4399,ENG,COMPULSORY,C+
MUT-4399,KIS,ALTERNATIVE,C+
MUT-4399,MATH101,COMPULSORY,C
MUT-4399,GEO,OPTIONAL,C
MSU-4405,ENG,COMPULSORY,C+
MSU-4405,KIS,ALTERNATIVE,C+
MSU-4405,MATH101,COMPULSORY,C+
MSU-4405,COMP067,ALTERNATIVE,C+
MSU-4405,PHY,OPTIONAL,C
EU-4411,ENG,COMPULSORY,C+
EU-4411,KIS,ALTERNATIVE,C+
EU-4411,HIS,ALTERNATIVE,C+
EU-4411,GEO,OPTIONAL,C
JOOUS-4418,ENG,COMPULSORY,C+
JOOUS-4418,KIS,ALTERNATIVE,C+
JOOUS-4418,MATH101,COMPULSORY,C
JOOUS-4418,GEO,OPTIONAL,C
MMUOS-4424,ENG,COMPULSORY,C+
MMUOS-4424,KIS,ALTERNATIVE,C+
MMUOS-4424,MATH101,COMPULSORY,C+
MMUOS-4424,BST,ALTERNATIVE,C+
MMUOS-4434,ENG,COMPULSORY,C+
MMUOS-4434,KIS,ALTERNATIVE,C+
MMUOS-4434,MATH101,COMPULSORY,C
MMUOS-4434,GEO,OPTIONAL,C
RU-4440,ENG,COMPULSORY,C+
RU-4440,KIS,ALTERNATIVE,C+
RU-4440,MATH101,COMPULSORY,C+
RU-4440,BST,ALTERNATIVE,C+
GU-4446,ENG,COMPULSORY,C+
GU-4446,KIS,ALTERNATIVE,C+
GU-4446,MATH101,COMPULSORY,C+
GU-4446,BST,ALTERNATIVE,C+
KCA-4452,ENG,COMPULSORY,C+
KCA-4452,KIS,ALTERNATIVE,C+
KCA-4452,MATH101,COMPULSORY,C+
KCA-4452,BST,ALTERNATIVE,C+
TMU-4458,ENG,COMPULSORY,C+
TMU-4458,KIS,ALTERNATIVE,C+
TMU-4458,MATH101,COMPULSORY,C+
TMU-4458,BST,ALTERNATIVE,C+
KCA-4464,ENG,COMPULSORY,C+
KCA-4464,KIS,ALTERNATIVE,C+
KCA-4464,MATH101,COMPULSORY,C+
KCA-4464,BST,ALTERNATIVE,C+
KSU-4470,ENG,COMPULSORY,C+
KSU-4470,KIS,ALTERNATIVE,C+
KSU-4470,MATH101,COMPULSORY,C+
KSU-4470,BST,ALTERNATIVE,C+
CUK-4477,ENG,COMPULSORY,C+
CUK-4477,KIS,ALTERNATIVE,C+
CUK-4477,MATH101,COMPULSORY,C+
CUK-4477,BST,ALTERNATIVE,C+
MSU-4489,ENG,COMPULSORY,C+
MSU-4489,KIS,ALTERNATIVE,C+
MSU-4489,MATH101,COMPULSORY,C+
MSU-4489,BST,ALTERNATIVE,C+
KMU-4498,ENG,COMPULSORY,C+
KMU-4498,KIS,ALTERNATIVE,C+
KMU-4498,BIO,COMPULSORY,C+
KMU-4498,CHE,COMPULSORY,C+
KMU-4498,MATH101,ALTERNATIVE,C+
AIU-4502,ENG,COMPULSORY,C+
AIU-4502,KIS,ALTERNATIVE,C+
AIU-4502,BIO,COMPULSORY,C+
AIU-4502,CHE,COMPULSORY,C+
AIU-4502,MATH101,ALTERNATIVE,C+
SPU-4506,ENG,COMPULSORY,C+
SPU-4506,KIS,ALTERNATIVE,C+
SPU-4506,MATH101,COMPULSORY,C+
SPU-4506,BST,ALTERNATIVE,C+
ANU-4511,ENG,COMPULSORY,C+
ANU-4511,KIS,ALTERNATIVE,C+
ANU-4511,HIS,ALTERNATIVE,C+
ANU-4511,GEO,OPTIONAL,C
GU-4517,ENG,COMPULSORY,C+
GU-4517,KIS,ALTERNATIVE,C+
GU-4517,HIS,ALTERNATIVE,C+
GU-4517,GEO,OPTIONAL,C
CHUKA-4523,ENG,COMPULSORY,C+
CHUKA-4523,KIS,ALTERNATIVE,C+
CHUKA-4523,HIS,ALTERNATIVE,C+
CHUKA-4523,GEO,OPTIONAL,C
UOE-4530,ENG,COMPULSORY,C+
UOE-4530,KIS,ALTERNATIVE,C+
UOE-4530,HIS,ALTERNATIVE,C+
UOE-4530,GEO,OPTIONAL,C
KMU-4533,ENG,COMPULSORY,C+
KMU-4533,KIS,ALTERNATIVE,C+
KMU-4533,MATH101,COMPULSORY,C
KMU-4533,GEO,OPTIONAL,C
CUK-4538,ENG,COMPULSORY,C+
CUK-4538,KIS,ALTERNATIVE,C+
CUK-4538,MATH101,COMPULSORY,C
CUK-4538,GEO,OPTIONAL,C
MKU-4545,ENG,COMPULSORY,C+
MKU-4545,KIS,ALTERNATIVE,C+
MKU-4545,MATH101,COMPULSORY,C
MKU-4545,GEO,OPTIONAL,C
EU-4547,ENG,COMPULSORY,C+
EU-4547,KIS,ALTERNATIVE,C+
EU-4547,BIO,COMPULSORY,C+
EU-4547,CHE,COMPULSORY,C+
EU-4547,MATH101,ALTERNATIVE,C+
TUM-4554,ENG,COMPULSORY,C+
TUM-4554,KIS,ALTERNATIVE,C+
TUM-4554,MATH101,COMPULSORY,C+
TUM-4554,PHY,COMPULSORY,C+
TUM-4554,COMP067,OPTIONAL,C
KU-4561,ENG,COMPULSORY,C+
KU-4561,KIS,ALTERNATIVE,C+
KU-4561,MATH101,COMPULSORY,C+
KU-4561,PHY,COMPULSORY,C+
KU-4561,COMP067,OPTIONAL,C
KU-4568,ENG,COMPULSORY,C+
KU-4568,KIS,ALTERNATIVE,C+
KU-4568,MATH101,COMPULSORY,C
KU-4568,GEO,OPTIONAL,C
MU-4574,ENG,COMPULSORY,C+
MU-4574,KIS,ALTERNATIVE,C+
MU-4574,MATH101,COMPULSORY,C+
MU-4574,COMP067,ALTERNATIVE,C+
MU-4574,PHY,OPTIONAL,C
KSU-4580,ENG,COMPULSORY,C+
KSU-4580,KIS,ALTERNATIVE,C+
KSU-4580,MATH101,COMPULSORY,C+
KSU-4580,BST,ALTERNATIVE,C+
DEKUT-4586,ENG,COMPULSORY,C+
DEKUT-4586,KIS,ALTERNATIVE,C+
DEKUT-4586,MATH101,COMPULSORY,C+
DEKUT-4586,BST,ALTERNATIVE,C+
MUST-4591,ENG,COMPULSORY,C+
MUST-4591,KIS,ALTERNATIVE,C+
MUST-4591,MATH101,COMPULSORY,C+
MUST-4591,BST,ALTERNATIVE,C+
MMUOS-4596,ENG,COMPULSORY,C+
MMUOS-4596,KIS,ALTERNATIVE,C+
MMUOS-4596,MATH101,COMPULSORY,C
MMUOS-4596,GEO,OPTIONAL,C
JKUAT-4601,ENG,COMPULSORY,C+
JKUAT-4601,KIS,ALTERNATIVE,C+
JKUAT-4601,MATH101,COMPULSORY,C
JKUAT-4601,GEO,OPTIONAL,C
DEKUT-4603,ENG,COMPULSORY,C+
DEKUT-4603,KIS,ALTERNATIVE,C+
DEKUT-4603,MATH101,COMPULSORY,C
DEKUT-4603,GEO,OPTIONAL,C
MMU-4609,ENG,COMPULSORY,C+
MMU-4609,KIS,ALTERNATIVE,C+
MMU-4609,HIS,ALTERNATIVE,C+
MMU-4609,GEO,OPTIONAL,C
JOOUS-4610,ENG,COMPULSORY,C+
JOOUS-4610,KIS,ALTERNATIVE,C+
JOOUS-4610,BIO,COMPULSORY,C+
JOOUS-4610,CHE,COMPULSORY,C+
JOOUS-4610,MATH101,ALTERNATIVE,C+
KSU-4616,ENG,COMPULSORY,C+
KSU-4616,KIS,ALTERNATIVE,C+
KSU-4616,BIO,COMPULSORY,C+
KSU-4616,CHE,COMPULSORY,C+
KSU-4616,MATH101,ALTERNATIVE,C+
CHUKA-4623,ENG,COMPULSORY,C+
CHUKA-4623,KIS,ALTERNATIVE,C+
CHUKA-4623,BIO,COMPULSORY,C+
CHUKA-4623,CHE,COMPULSORY,C+
CHUKA-4623,MATH101,ALTERNATIVE,C+
MKU-4630,ENG,COMPULSORY,C+
MKU-4630,KIS,ALTERNATIVE,C+
MKU-4630,BIO,COMPULSORY,C+
MKU-4630,CHE,COMPULSORY,C+
MKU-4630,MATH101,ALTERNATIVE,C+
MSU-4632,ENG,COMPULSORY,C+
MSU-4632,KIS,ALTERNATIVE,C+
MSU-4632,MATH101,COMPULSORY,C+
MSU-4632,COMP067,ALTERNATIVE,C+
MSU-4632,PHY,OPTIONAL,C
MUST-4639,ENG,COMPULSORY,C+
MUST-4639,KIS,ALTERNATIVE,C+
MUST-4639,BIO,COMPULSORY,C+
MUST-4639,CHE,COMPULSORY,C+
MUST-4639,MATH101,ALTERNATIVE,C+
AU-4640,ENG,COMPULSORY,C+
AU-4640,KIS,ALTERNATIVE,C+
AU-4640,BIO,COMPULSORY,C+
AU-4640,CHE,COMPULSORY,C+
AU-4640,MATH101,ALTERNATIVE,C+
MMUOS-4641,ENG,COMPULSORY,C+
MMUOS-4641,KIS,ALTERNATIVE,C+
MMUOS-4641,MATH101,COMPULSORY,C+
MMUOS-4641,COMP067,ALTERNATIVE,C+
MMUOS-4641,PHY,OPTIONAL,C
JOOUS-4647,ENG,COMPULSORY,C+
JOOUS-4647,KIS,ALTERNATIVE,C+
JOOUS-4647,MATH101,COMPULSORY,C
JOOUS-4647,GEO,OPTIONAL,C
KU-4653,ENG,COMPULSORY,C+
KU-4653,KIS,ALTERNATIVE,C+
KU-4653,MATH101,COMPULSORY,C
KU-4653,GEO,OPTIONAL,C
RU-4654,ENG,COMPULSORY,C+
RU-4654,KIS,ALTERNATIVE,C+
RU-4654,HIS,ALTERNATIVE,C+
RU-4654,GEO,OPTIONAL,C
CHUKA-4660,ENG,COMPULSORY,C+
CHUKA-4660,KIS,ALTERNATIVE,C+
CHUKA-4660,HIS,ALTERNATIVE,C+
CHUKA-4660,GEO,OPTIONAL,C
TUM-4664,ENG,COMPULSORY,C+
TUM-4664,KIS,ALTERNATIVE,C+
TUM-4664,HIS,ALTERNATIVE,C+
TUM-4664,GEO,OPTIONAL,C
KSU-4666,ENG,COMPULSORY,C+
KSU-4666,KIS,ALTERNATIVE,C+
KSU-4666,HIS,ALTERNATIVE,C+
KSU-4666,GEO,OPTIONAL,C
ZU-4672,ENG,COMPULSORY,C+
ZU-4672,KIS,ALTERNATIVE,C+
ZU-4672,HIS,ALTERNATIVE,C+
ZU-4672,GEO,OPTIONAL,C
KSU-4675,ENG,COMPULSORY,C+
KSU-4675,KIS,ALTERNATIVE,C+
KSU-4675,BIO,COMPULSORY,C+
KSU-4675,AGR,ALTERNATIVE,C+
KSU-4675,CHE,OPTIONAL,C
TUM-4681,ENG,COMPULSORY,C+
TUM-4681,KIS,ALTERNATIVE,C+
TUM-4681,MATH101,COMPULSORY,C+
TUM-4681,BST,ALTERNATIVE,C+
MMUOS-4687,ENG,COMPULSORY,C+
MMUOS-4687,KIS,ALTERNATIVE,C+
MMUOS-4687,MATH101,COMPULSORY,C
MMUOS-4687,GEO,OPTIONAL,C
TUM-4694,ENG,COMPULSORY,C+
TUM-4694,KIS,ALTERNATIVE,C+
TUM-4694,MATH101,COMPULSORY,C+
TUM-4694,COMP067,ALTERNATIVE,C+
TUM-4694,PHY,OPTIONAL,C
MKU-4701,ENG,COMPULSORY,C+
MKU-4701,KIS,ALTERNATIVE,C+
MKU-4701,MATH101,COMPULSORY,C+
MKU-4701,COMP067,ALTERNATIVE,C+
MKU-4701,PHY,OPTIONAL,C
TTU-4708,ENG,COMPULSORY,C+
TTU-4708,KIS,ALTERNATIVE,C+
TTU-4708,MATH101,COMPULSORY,C
TTU-4708,GEO,OPTIONAL,C
KSU-4714,ENG,COMPULSORY,C+
KSU-4714,KIS,ALTERNATIVE,C+
KSU-4714,HIS,ALTERNATIVE,C+
KSU-4714,GEO,OPTIONAL,C
DU-4719,ENG,COMPULSORY,C+
DU-4719,KIS,ALTERNATIVE,C+
DU-4719,HIS,ALTERNATIVE,C+
DU-4719,GEO,OPTIONAL,C
MMUOS-4725,ENG,COMPULSORY,C+
MMUOS-4725,KIS,ALTERNATIVE,C+
MMUOS-4725,MATH101,COMPULSORY,C
MMUOS-4725,GEO,OPTIONAL,C
UOE-4730,ENG,COMPULSORY,C+
UOE-4730,KIS,ALTERNATIVE,C+
UOE-4730,MATH101,COMPULSORY,C
UOE-4730,GEO,OPTIONAL,C
MSU-4731,ENG,COMPULSORY,C+
MSU-4731,KIS,ALTERNATIVE,C+
MSU-4731,MATH101,COMPULSORY,C+
MSU-4731,COMP067,ALTERNATIVE,C+
MSU-4731,PHY,OPTIONAL,C
SEKU-4734,ENG,COMPULSORY,C+
SEKU-4734,KIS,ALTERNATIVE,C+
SEKU-4734,BIO,COMPULSORY,C+
SEKU-4734,AGR,ALTERNATIVE,C+
SEKU-4734,CHE,OPTIONAL,C
TTU-4738,ENG,COMPULSORY,C+
TTU-4738,KIS,ALTERNATIVE,C+
TTU-4738,MATH101,COMPULSORY,C
TTU-4738,GEO,OPTIONAL,C
JKUAT-4744,ENG,COMPULSORY,C+
JKUAT-4744,KIS,ALTERNATIVE,C+
JKUAT-4744,MATH101,COMPULSORY,C+
JKUAT-4744,PHY,COMPULSORY,C+
JKUAT-4744,COMP067,OPTIONAL,C
DEKUT-4751,ENG,COMPULSORY,C+
DEKUT-4751,KIS,ALTERNATIVE,C+
DEKUT-4751,MATH101,COMPULSORY,C
DEKUT-4751,GEO,OPTIONAL,C
CUK-4757,ENG,COMPULSORY,C+
CUK-4757,KIS,ALTERNATIVE,C+
CUK-4757,MATH101,COMPULSORY,C+
CUK-4757,BST,ALTERNATIVE,C+
MU-4764,ENG,COMPULSORY,C+
MU-4764,KIS,ALTERNATIVE,C+
MU-4764,MATH101,COMPULSORY,C+
MU-4764,BST,ALTERNATIVE,C+
CHUKA-4769,ENG,COMPULSORY,C+
CHUKA-4769,KIS,ALTERNATIVE,C+
CHUKA-4769,BIO,COMPULSORY,C+
CHUKA-4769,AGR,ALTERNATIVE,C+
CHUKA-4769,CHE,OPTIONAL,C
CHUKA-4774,ENG,COMPULSORY,C+
CHUKA-4774,KIS,ALTERNATIVE,C+
CHUKA-4774,BIO,COMPULSORY,C+
CHUKA-4774,CHE,COMPULSORY,C+
CHUKA-4774,MATH101,ALTERNATIVE,C+
MKU-4780,ENG,COMPULSORY,C+
MKU-4780,KIS,ALTERNATIVE,C+
MKU-4780,MATH101,COMPULSORY,C+
