code,title,slug,description,qualification,career,institution,duration_years,career_code
TUK-1430,BACHELOR OF TECHNOLOGY (FOOD SCIENCE AND TECHNOLOGY),bachelor-of-technology-food-science-and-technology-tuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Technology (Food Science And Technology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Technology (Food Science And Technology),THE TECHNICAL UNIVERSITY OF KENYA,4,CAR-122
KSU-1436,BACHELOR OF PHARMACY,bachelor-of-pharmacy-ksu,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Pharmacy, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Pharmacy,KISII UNIVERSITY,5,CAR-123
KMU-1440,BACHELOR OF PHARMACY,bachelor-of-pharmacy-kmu,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Pharmacy, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Pharmacy,KENYA METHODIST UNIVERSITY,5,CAR-123
MSU-1443,"BACHELOR OF PHARMACY, WITH IT",bachelor-of-pharmacy-with-it-msu,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Pharmacy, With It, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in Pharmacy, With It",MASENO UNIVERSITY,5,CAR-101
KMU-1448,BACHELOR OF MEDICINE & BACHELOR OF SURGERY,bachelor-of-medicine-bachelor-of-surgery-kmu,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Medicine & Bachelor Of Surgery, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Medicine &  Surgery,KENYA METHODIST UNIVERSITY,6,CAR-124
KSU-1455,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,bachelor-of-medicine-and-bachelor-of-surgery-ksu,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Medicine And Bachelor Of Surgery, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Medicine And  Surgery,KISII UNIVERSITY,6,CAR-124
MSU-1469,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY (WITH IT),bachelor-of-medicine-and-bachelor-of-surgery-with-it-msu,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Medicine And Bachelor Of Surgery (With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Medicine And  Surgery (With It),MASENO UNIVERSITY,6,CAR-101
MU-1476,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY (MBCHB),bachelor-of-medicine-and-bachelor-of-surgery-mbchb-mu,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Medicine And Bachelor Of Surgery (Mbchb), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Medicine And  Surgery (Mbchb),MOI UNIVERSITY,6,CAR-124
CHUKA-1483,BACHELOR OF SCIENCE (NURSING),bachelor-of-science-nursing-chuka,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Nursing), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Nursing),CHUKA UNIVERSITY,4,CAR-125
KSU-1490,BACHELOR OF SCIENCE IN NURSING,bachelor-of-science-in-nursing-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Nursing, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Nursing,KISII UNIVERSITY,4,CAR-125
DEKUT-1497,BACHELOR OF SCIENCE IN NURSING SCIENCE,bachelor-of-science-in-nursing-science-dekut,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Nursing Science, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Nursing Science,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,4,CAR-125
MSU-1504,"BACHELOR OF SCIENCE (NURSING, WITH IT)",bachelor-of-science-nursing-with-it-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Nursing, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Nursing, With It)",MASENO UNIVERSITY,4,CAR-101
PU-1511,BACHELOR OF SCIENCE (NURSING AND PUBLIC HEALTH),bachelor-of-science-nursing-and-public-health-pu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Nursing And Public Health), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Nursing And Public Health),PWANI UNIVERSITY,4,CAR-125
CHUKA-1518,BACHELOR OF COMMERCE,bachelor-of-commerce-chuka,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Commerce, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Commerce,CHUKA UNIVERSITY,4,CAR-126
TTU-1525,BACHELOR OF COMMERCE (B.COM),bachelor-of-commerce-bcom-ttu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Commerce (B.Com), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Commerce (B.Com),TAITA TAVETA UNIVERSITY,4,CAR-126
CUK-1531,BACHELOR OF COMMERCE (B.COM),bachelor-of-commerce-bcom-cuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Commerce (B.Com), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Commerce (B.Com),THE CO-OPERATIVE UNIVERSITY OF KENYA,4,CAR-126
DEKUT-1532,BACHELOR OF COMMERCE(B.COM),bachelor-of-commercebcom-dekut,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Commerce(B.Com), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Commerce(B.Com),DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,4,CAR-126
CHUKA-1539,BACHELOR OF LAWS (LL.B.),bachelor-of-laws-llb-chuka,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Laws (Ll.B.), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Laws (Ll.B.),CHUKA UNIVERSITY,5,CAR-127
UOE-1544,BACHELOR OF LAWS (LL.B.),bachelor-of-laws-llb-uoe,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Laws (Ll.B.), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Laws (Ll.B.),UNIVERSITY OF EMBU,5,CAR-127
ANU-1546,BACHELOR OF LAWS (LLB),bachelor-of-laws-llb-anu,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Laws (Llb), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Laws (Llb),AFRICA NAZARENE UNIVERSITY,5,CAR-127
MSU-1553,"BACHELOR OF LAWS (LL.B.), WITH IT",bachelor-of-laws-llb-with-it-msu,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Laws (Ll.B.), With It, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in Laws (Ll.B.), With It",MASENO UNIVERSITY,5,CAR-101
CHUKA-1556,BACHELOR OF EDUCATION (ARTS),bachelor-of-education-arts-chuka,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (Arts), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Education (Arts),CHUKA UNIVERSITY,4,CAR-128
MMUOS-1563,BACHELOR OF EDUCATION ARTS,bachelor-of-education-arts-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education Arts, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Education Arts,MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-128
JOOUS-1570,BACHELOR OF EDUCATION(ARTS) WITH IT,bachelor-of-educationarts-with-it-joous,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education(Arts) With It, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Education(Arts) With It,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-101
DU-1586,BACHELOR OF EDUCATION(MAJOR ACCOUNTING AND BUSINESS ADMINISTRATION),bachelor-of-educationmajor-accounting-and-business-administration-du,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education(Major Accounting And Business Administration), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Education(Major Accounting And Business Administration),DAYSTAR UNIVERSITY,4,CAR-129
TMU-1593,"BACHELOR OF EDUCATION (ARTS, WITH IT)",bachelor-of-education-arts-with-it-tmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (Arts, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in Education (Arts, With It)",TOM MBOYA UNIVERSITY,4,CAR-101
CHUKA-1600,BACHELOR OF ARTS (CRIMINOLOGY & SECURITY STUDIES),bachelor-of-arts-criminology-security-studies-chuka,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Criminology & Security Studies), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Criminology & Security Studies),CHUKA UNIVERSITY,4,CAR-101
UOE-1607,BACHELOR OF ARTS (CRIMINOLOGY AND SECURITY STUDIES),bachelor-of-arts-criminology-and-security-studies-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Criminology And Security Studies), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Criminology And Security Studies),UNIVERSITY OF EMBU,4,CAR-101
MMUOS-1614,BACHELOR OF CRIMINOLOGY,bachelor-of-criminology-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Criminology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Criminology,MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-130
ANU-1621,BACHELOR OF ARTS IN CRIMINAL JUSTICE AND SECURITY MANAGEMENT,bachelor-of-arts-in-criminal-justice-and-security-management-anu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Criminal Justice And Security Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Criminal Justice And Security Management,AFRICA NAZARENE UNIVERSITY,4,CAR-101
KMU-1626,BACHELOR OF SCIENCE (CRIMINOLOGY AND SECURITY MANAGEMENT),bachelor-of-science-criminology-and-security-management-kmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Criminology And Security Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Criminology And Security Management),KENYA METHODIST UNIVERSITY,4,CAR-101
KCA-1628,BACHELOR OF ARTS IN CRIMINOLOGY,bachelor-of-arts-in-criminology-kca,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Criminology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Criminology,KCA UNIVERSITY,4,CAR-130
MMU-1634,BACHELOR OF ARTS (CRIMINOLOGY AND PENOLOGY),bachelor-of-arts-criminology-and-penology-mmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Criminology And Penology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Criminology And Penology),MAASAI MARA UNIVERSITY,4,CAR-130
SPU-1641,BACHELOR OF ARTS IN CRIMINAL JUSTICE AND SECURITY MANAGEMENT,bachelor-of-arts-in-criminal-justice-and-security-management-spu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Criminal Justice And Security Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Criminal Justice And Security Management,ST. PAUL'S UNIVERSITY,4,CAR-101
KU-1642,"BACHELOR OF ARTS IN CRIMINOLOGY, CRIMINAL JUSTICE AND PUBLIC SAFETY",bachelor-of-arts-in-criminology-criminal-justice-and-public-safety-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Criminology, Criminal Justice And Public Safety, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in Criminology, Criminal Justice And Public Safety",KARATINA UNIVERSITY,4,CAR-130
MUT-1649,BACHELOR OF SCIENCE (CRIMINOLOGY AND SECURITY STUDIES),bachelor-of-science-criminology-and-security-studies-mut,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Criminology And Security Studies), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Criminology And Security Studies),MURANG'A UNIVERSITY OF TECHNOLOGY,4,CAR-101
TMU-1655,"BACHELOR OF ARTS (CRIMINOLOGY, WITH IT)",bachelor-of-arts-criminology-with-it-tmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Criminology, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Criminology, With It)",TOM MBOYA UNIVERSITY,4,CAR-101
